GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
79142	PHF23	PHD finger protein 23	-0.923	4.181
23587	ELP5	elongator acetyltransferase complex subunit 5	-0.832	3.268
1366	CLDN7	claudin 7	-1.693	1.539
147040	KCTD11	potassium channel tetramerization domain containing 11	1.424	3.608
100529211	TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)	-0.726	1.817
57048	PLSCR3	phospholipid scramblase 3	-0.751	1.947
57555	NLGN2	neuroligin 2	-1.362	2.31
2256	FGF11	fibroblast growth factor 11	2.458	1.52
57659	ZBTB4	zinc finger and BTB domain containing 4	0.703	1.832
407977	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	-2.399	4.398
8741	TNFSF13	TNF superfamily member 13	-2.629	4.857
100533955	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)	-0.81	1.48
1973	EIF4A1	eukaryotic translation initiation factor 4A1	-0.857	1.588
968	CD68	CD68 molecule	-4.391	16.046
100996842	LOC100996842	uncharacterized LOC100996842	-1.185	3.122
9526	MPDU1	mannose-P-dolichol utilization defect 1	-1.296	4.287
92162	TMEM88	transmembrane protein 88	-1.562	1.952
284023	RNF227	ring finger protein 227	4.234	8.064
58485	TRAPPC1	trafficking protein particle complex subunit 1	-0.673	1.862
247	ALOX15B	arachidonate 15-lipoxygenase type B	1.727	1.339
242	ALOX12B	arachidonate 12-lipoxygenase, 12R type	6.03	8.407
107985075	LOC107985075	uncharacterized LOC107985075	4.759	4.37
59344	ALOXE3	arachidonate lipoxygenase 3	6.406	8.42
6844	VAMP2	vesicle associated membrane protein 2	1.127	4.239
5198	PFAS	phosphoribosylformylglycinamidine synthase	-1.034	3.268
399512	SLC25A35	solute carrier family 25 member 35	-0.914	2.915
29098	RANGRF	RAN guanine nucleotide release factor	-0.738	2.008
643904	RNF222	ring finger protein 222	3.57	2.391
112268195	LOC112268195		2.021	1.741
146850	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6	-0.93	1.354
107985063	LOC107985063		-2.306	1.441
23533	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	-3.629	7.414
101928235	PIK3R5-DT	PIK3R5 divergent transcript	-3.766	2.781
5957	RCVRN	recoverin	-4.128	1.6
8522	GAS7	growth arrest specific 7	0.852	1.68
100289255	TMEM238L	transmembrane protein 238 like	3.947	2.667
9955	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	-3.33	3.009
9953	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	-3.092	7.597
84815	MGC12916	uncharacterized protein MGC12916	-2.743	3.188
284040	CDRT4	CMT1A duplicated region transcript 4	0.988	1.44
10626	TRIM16	tripartite motif containing 16	1.243	1.489
4213	MEIS3P1	Meis homeobox 3 pseudogene 1	-0.949	1.649
54902	TTC19	tetratricopeptide repeat domain 19	0.653	2.256
9487	PIGL	phosphatidylinositol glycan anchor biosynthesis class L	1.676	2.745
51393	TRPV2	transient receptor potential cation channel subfamily V member 2	-1.948	7.954
96597	TBC1D27P	TBC1 domain family member 27, pseudogene	-3.46	3
51655	RASD1	ras related dexamethasone induced 1	-1.663	2.056
6720	SREBF1	sterol regulatory element binding transcription factor 1	0.633	1.729
146691	TOM1L2	target of myb1 like 2 membrane trafficking protein	2.008	3.245
79018	GID4	GID complex subunit 4 homolog	1.093	2.992
645027	EVPLL	envoplakin like	5.135	6.073
654346	LGALS9C	galectin 9C	-2.364	3.745
220594	USP32P2	ubiquitin specific peptidase 32 pseudogene 2	-1.065	1.358
644815	FAM83G	family with sequence similarity 83 member G	3.551	5.662
10750	GRAP	GRB2 related adaptor protein	-1.579	2.645
102724624	LOC102724624	uncharacterized protein ENSP00000382042-like	-5.718	2.493
79999	GRAPL-AS1	GRAPL antisense RNA 1	-2.586	1.785
388436	LOC388436	uncharacterized protein ENSP00000382042	-2.729	2.4
22905	EPN2	epsin 2	2.248	5.762
27077	B9D1	B9 domain containing 1	1.792	15.797
677882	SNORA59B	small nucleolar RNA, H/ACA box 59B	3.182	2.161
105371578	LOC105371578	uncharacterized LOC105371578	6.652	2.848
224	ALDH3A2	aldehyde dehydrogenase 3 family member A2	3.622	22.741
146802	SLC47A2	solute carrier family 47 member 2	5.428	7.41
218	ALDH3A1	aldehyde dehydrogenase 3 family member A1	6.003	4.987
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	-1.132	1.536
284194	LGALS9B	galectin 9B	-2.121	4.051
100134444	KCNJ18	potassium inwardly rectifying channel subfamily J member 18	2.648	2.613
26118	WSB1	WD repeat and SOCS box containing 1	-1.137	2.343
3965	LGALS9	galectin 9	-2.759	8.671
8456	FOXN1	forkhead box N1	7.259	12.646
10615	SPAG5	sperm associated antigen 5	-1.111	1.319
6388	SDF2	stromal cell derived factor 2	-0.649	1.938
83871	RAB34	RAB34, member RAS oncogene family	-1.037	6.028
9618	TRAF4	TNF receptor associated factor 4	-1.449	2.229
2319	FLOT2	flotillin 2	-1.294	2.744
399687	MYO18A	myosin XVIIIA	1.159	2.367
90313	TP53I13	tumor protein p53 inducible protein 13	-0.886	2.538
85464	SSH2	slingshot protein phosphatase 2	-1.886	2.321
6532	SLC6A4	solute carrier family 6 member 4	3.077	2.226
642	BLMH	bleomycin hydrolase	2.528	11.901
1362	CPD	carboxypeptidase D	-1.583	3.984
55803	ADAP2	ArfGAP with dual PH domains 2	-2.082	1.549
2124	EVI2B	ecotropic viral integration site 2B	-3.297	7.549
2123	EVI2A	ecotropic viral integration site 2A	-3.05	7.296
84440	RAB11FIP4	RAB11 family interacting protein 4	1.581	1.78
114659	LRRC37B	leucine rich repeat containing 37B	1.098	3.231
105371730	LOC105371730	uncharacterized LOC105371730	2.238	2.142
102724715	MYO1D-DT	MYO1D divergent transcript	4.113	1.685
6347	CCL2	C-C motif chemokine ligand 2	-3.745	5.869
6354	CCL7	C-C motif chemokine ligand 7	-7.473	6.993
6356	CCL11	C-C motif chemokine ligand 11	-9.326	4.625
6355	CCL8	C-C motif chemokine ligand 8	-5.464	6.142
6357	CCL13	C-C motif chemokine ligand 13	-1.662	1.514
162394	SLFN5	schlafen family member 5	-1.189	1.673
91607	SLFN11	schlafen family member 11	-2.296	11.543
55106	SLFN12	schlafen family member 12	-1.48	4.144
146857	SLFN13	schlafen family member 13	-1.241	1.374
163	AP2B1	adaptor related protein complex 2 subunit beta 1	-0.476	1.817
91608	RASL10B	RAS like family 10 member B	-4.315	1.877
79148	MMP28	matrix metallopeptidase 28	3.206	4.109
6352	CCL5	C-C motif chemokine ligand 5	-1.271	1.412
6368	CCL23	C-C motif chemokine ligand 23	-6.361	4.234
6362	CCL18	C-C motif chemokine ligand 18	-5.505	5.926
102724850	CCL3-AS1	CCL3 antisense RNA 1	-4.975	4.481
6348	CCL3	C-C motif chemokine ligand 3	-6.009	3.982
414062	CCL3L3	C-C motif chemokine ligand 3 like 3	-5.301	2.974
9560	CCL4L2	C-C motif chemokine ligand 4 like 2	-5.959	2.957
102724862	TBC1D3I	TBC1 domain family member 3I	1	2.556
101060321	TBC1D3G	TBC1 domain family member 3G	0.864	1.727
9326	ZNHIT3	zinc finger HIT-type containing 3	0.609	2.326
80179	MYO19	myosin XIX	0.972	3.019
79893	GGNBP2	gametogenetin binding protein 2	0.325	1.331
414060	TBC1D3C	TBC1 domain family member 3C	0.829	1.519
440434	NPEPPSP1	NPEPPS pseudogene 1	0.787	1.788
30837	SOCS7	suppressor of cytokine signaling 7	0.902	3.156
57636	ARHGAP23	Rho GTPase activating protein 23	1.675	1.313
101929494	LOC101929494	uncharacterized LOC101929494	2.325	1.996
80725	SRCIN1	SRC kinase signaling inhibitor 1	3.501	3.273
3927	LASP1	LIM and SH3 protein 1	-1.201	5.336
105371767	LOC105371767	uncharacterized LOC105371767	5.975	3.439
782	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	1.596	6.215
93210	PGAP3	post-GPI attachment to proteins phospholipase 3	1.358	4.668
2064	ERBB2	erb-b2 receptor tyrosine kinase 2	2.254	8.388
2886	GRB7	growth factor receptor bound protein 7	3.029	1.555
22806	IKZF3	IKAROS family zinc finger 3	-2.253	2.269
284110	GSDMA	gasdermin A	4.694	5.908
1440	CSF3	colony stimulating factor 3	-7.965	10.562
9572	NR1D1	nuclear receptor subfamily 1 group D member 1	2.553	1.571
51195	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	5.068	30.94
990	CDC6	cell division cycle 6	-2.266	3.819
5914	RARA	retinoic acid receptor alpha	-1.403	2.18
101929693	RARA-AS1	RARA antisense RNA 1	-2.621	2.369
3487	IGFBP4	insulin like growth factor binding protein 4	-1.857	1.568
1236	CCR7	C-C motif chemokine receptor 7	-3.179	5.211
3858	KRT10	keratin 10	9.307	147.372
147184	KRT10-AS1	KRT10 antisense RNA 1	6.023	41.683
3859	KRT12	keratin 12	4.674	1.565
25984	KRT23	keratin 23	3.399	3.359
107985072	LOC107985072	uncharacterized LOC107985072	4.187	6.041
3866	KRT15	keratin 15	4.596	3.377
102466658	MIR6510	microRNA 6510	4.556	3.062
3857	KRT9	keratin 9	4.92	4.882
3728	JUP	junction plakoglobin	3.594	4.841
10609	P3H4	prolyl 3-hydroxylase family member 4 (inactive)	-1.4	1.366
60681	FKBP10	FKBP prolyl isomerase 10	-2.011	2.79
47	ACLY	ATP citrate lyase	-1.068	6.459
5878	RAB5C	RAB5C, member RAS oncogene family	-0.909	2.195
6777	STAT5B	signal transducer and activator of transcription 5B	-0.658	1.392
6776	STAT5A	signal transducer and activator of transcription 5A	-0.928	3.213
6774	STAT3	signal transducer and activator of transcription 3	-0.654	1.738
162427	RETREG3	reticulophagy regulator family member 3	0.919	2.739
8506	CNTNAP1	contactin associated protein 1	-1.821	4.654
2145	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	0.624	2.085
388387	LINC00671	long intergenic non-protein coding RNA 671	-5.619	3.285
3430	IFI35	interferon induced protein 35	-1.859	4.39
10493	VAT1	vesicle amine transport 1	0.943	2.093
8153	RND2	Rho family GTPase 2	3.052	3.723
113277	TMEM106A	transmembrane protein 106A	-2.99	5
100874261	CCDC200	coiled-coil domain containing 200	-2.046	2.788
1845	DUSP3	dual specificity phosphatase 3	-0.819	1.465
4355	MPP2	MAGUK p55 scaffold protein 2	1.569	1.568
124801	LSM12	LSM12 homolog	-0.97	1.709
92579	G6PC3	glucose-6-phosphatase catalytic subunit 3	-1.738	6.851
10014	HDAC5	histone deacetylase 5	1.158	2.853
7343	UBTF	upstream binding transcription factor	0.718	1.639
10900	RUNDC3A	RUN domain containing 3A	4.05	6.967
2896	GRN	granulin precursor	-0.817	1.691
2535	FZD2	frizzled class receptor 2	-3.251	8.78
4185	ADAM11	ADAM metallopeptidase domain 11	2.395	3.451
10052	GJC1	gap junction protein gamma 1	-1.882	1.686
113026	PLCD3	phospholipase C delta 3	1.499	4.025
339192	FMNL1-DT	FMNL1 divergent transcript	-2.293	2.156
752	FMNL1	formin like 1	-2.831	6.494
107985040	FMNL1-AS1	FMNL1 antisense RNA 1	-2.913	3.562
147081	LINC02210	long intergenic non-protein coding RNA 2210	2.229	1.397
4137	MAPT	microtubule associated protein tau	3.09	1.736
284058	KANSL1	KAT8 regulatory NSL complex subunit 1	0.777	4.454
4905	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	-0.371	1.447
7473	WNT3	Wnt family member 3	4.985	8.444
7484	WNT9B	Wnt family member 9B	1.932	1.525
996	CDC27	cell division cycle 27	-0.588	2.66
4635	MYL4	myosin light chain 4	-4.633	2.089
3690	ITGB3	integrin subunit beta 3	-3.076	4.185
112268184	KPNB1-DT	KPNB1 divergent transcript	0.51	1.366
3837	KPNB1	karyopherin subunit beta 1	-0.667	3.157
9755	TBKBP1	TBK1 binding protein 1	-1.199	7.425
114881	OSBPL7	oxysterol binding protein like 7	-1.736	3.041
3216	HOXB6	homeobox B6	-2.398	2.127
2793	GNGT2	G protein subunit gamma transducin 2	-4.881	7.697
51225	ABI3	ABI family member 3	-1.931	5.333
162466	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase 1	-3.089	1.407
22834	ZNF652	zinc finger protein 652	0.68	1.444
81558	FAM117A	family with sequence similarity 117 member A	1.401	1.839
11143	KAT7	lysine acetyltransferase 7	0.77	2.512
1747	DLX3	distal-less homeobox 3	4.571	3.315
284080	PICART1	p53 inducible cancer associated RNA transcript 1	3.646	2.955
84687	PPP1R9B	protein phosphatase 1 regulatory subunit 9B	-0.813	3.019
103752589	TMEM92-AS1	TMEM92 antisense RNA 1	-4.059	1.44
146956	EME1	essential meiotic structure-specific endonuclease 1	-1.369	2.063
55379	LRRC59	leucine rich repeat containing 59	-1.597	3.863
1101	CHAD	chondroadherin	3.47	10.517
55040	EPN3	epsin 3	3.989	2.914
105371824	LOC105371824	uncharacterized LOC105371824	3.261	4.314
8913	CACNA1G	calcium voltage-gated channel subunit alpha1 G	1.577	1.495
124857	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	4.254	1.849
10140	TOB1	transducer of ERBB2, 1	1.677	5.571
105371825	LOC105371825	uncharacterized LOC105371825	4.862	3.033
4830	NME1	NME/NM23 nucleoside diphosphate kinase 1	-1.03	1.728
54799	MBTD1	mbt domain containing 1	1.327	2.776
10040	TOM1L1	target of myb1 like 1 membrane trafficking protein	1.642	3.727
1353	COX11	cytochrome c oxidase copper chaperone COX11	0.765	2.61
3131	HLF	HLF transcription factor, PAR bZIP family member	5.524	7.748
23531	MMD	monocyte to macrophage differentiation associated	-1.716	2.105
58488	PCTP	phosphatidylcholine transfer protein	-1.892	4.335
162282	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	5.938	10.205
404093	CUEDC1	CUE domain containing 1	-0.952	1.667
54903	MKS1	MKS transition zone complex subunit 1	0.903	1.842
406934	MIR142	microRNA 142	-4.941	2.133
54894	RNF43	ring finger protein 43	2.757	3.865
55771	PRR11	proline rich 11	-1.873	2.127
79665	DHX40	DEAH-box helicase 40	0.476	2.096
81671	VMP1	vacuole membrane protein 1	-2.288	29.444
51136	RNFT1	ring finger protein, transmembrane 1	-0.683	1.393
645638	WFDC21P	WAP four-disulfide core domain 21, pseudogene	3.092	1.585
653653	LOC653653	adaptor related protein complex 1 subunit sigma 2 pseudogene	-2.046	3.084
54828	BCAS3	BCAS3 microtubule associated cell migration factor	0.895	1.976
103689912	TBX2-AS1	TBX2 antisense RNA 1	-4.24	2.079
6909	TBX2	T-box transcription factor 2	-3.697	9.994
9496	TBX4	T-box transcription factor 4	-4.049	2.23
1636	ACE	angiotensin I converting enzyme	-1.836	1.686
10238	DCAF7	DDB1 and CUL4 associated factor 7	-0.592	1.886
4215	MAP3K3	mitogen-activated protein kinase kinase kinase 3	-0.715	1.884
80774	LIMD2	LIM domain containing 2	-2.593	16.558
729683	LOC729683	uncharacterized LOC729683	-1.935	2.713
6603	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	0.728	2.766
974	CD79B	CD79b molecule	-2.399	1.343
6329	SCN4A	sodium voltage-gated channel alpha subunit 4	-3.836	1.495
3384	ICAM2	intercellular adhesion molecule 2	-2.048	4.858
55852	TEX2	testis expressed 2	1.233	3.634
5175	PECAM1	platelet and endothelial cell adhesion molecule 1	-1.863	7.315
284021	MILR1	mast cell immunoglobulin like receptor 1	-4.013	8.653
8313	AXIN2	axin 2	2.346	5.038
26207	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1	-2.493	8.55
101928045	LOC101928045	uncharacterized LOC101928045	-2.137	2.471
3838	KPNA2	karyopherin subunit alpha 2	-1.569	3.825
22901	ARSG	arylsulfatase G	-0.794	1.393
5573	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	-0.785	4.932
55062	WIPI1	WD repeat domain, phosphoinositide interacting 1	-1.577	5.211
54757	FAM20A	FAM20A golgi associated secretory pathway pseudokinase	-1.672	10.907
10349	ABCA10	ATP binding cassette subfamily A member 10	2.012	1.36
23461	ABCA5	ATP binding cassette subfamily A member 5	2.344	4.543
400617	KCNJ2-AS1	KCNJ2 antisense RNA 1	2.016	1.447
124602	KIF19	kinesin family member 19	-2.277	1.776
11314	CD300A	CD300a molecule	-3.641	7.42
124599	CD300LB	CD300 molecule like family member b	-5.003	6.1
107985074	LOC107985074	uncharacterized LOC107985074	-3.851	1.651
10871	CD300C	CD300c molecule	-3.889	9.986
100130520	CD300H	CD300H molecule (gene/pseudogene)	-6.163	4.355
101928343	LOC101928343	uncharacterized LOC101928343	-4.267	2.002
342510	CD300E	CD300e molecule	-6.847	19.772
326624	RAB37	RAB37, member RAS oncogene family	-2.135	3.346
146722	CD300LF	CD300 molecule like family member f	-5.925	8.548
2232	FDXR	ferredoxin reductase	1.339	1.68
283985	FADS6	fatty acid desaturase 6	5.841	5.134
124590	USH1G	USH1 protein network component sans	8.142	11.332
30850	CDR2L	cerebellar degeneration related protein 2 like	-1.452	2.934
51155	JPT1	Jupiter microtubule associated homolog 1	-0.804	2.056
100287042	MIF4GD-DT	MIF4GD divergent transcript	-1.512	2.313
60386	SLC25A19	solute carrier family 25 member 19	-1.689	3.049
2885	GRB2	growth factor receptor bound protein 2	-1.622	3.339
3993	LLGL2	LLGL scribble cell polarity complex component 2	1.872	2.111
643008	SMIM5	small integral membrane protein 5	2.384	11.681
2584	GALK1	galactokinase 1	-1.102	1.914
85451	UNK	unk zinc finger	0.788	3.143
201294	UNC13D	unc-13 homolog D	-2.617	5.389
51	ACOX1	acyl-CoA oxidase 1	0.867	3.632
2125	EVPL	envoplakin	4.9	6.025
2302	FOXJ1	forkhead box J1	5.246	3.147
114804	RNF157	ring finger protein 157	-1.475	1.697
84074	QRICH2	glutamine rich 2	-1.274	1.926
8877	SPHK1	sphingosine kinase 1	-2.999	4.102
63893	UBE2O	ubiquitin conjugating enzyme E2 O	0.537	1.668
10610	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	2.582	3.949
23210	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	-1.388	5.356
6397	SEC14L1	SEC14 like lipid binding 1	-1.462	4.135
10801	SEPTIN9	septin 9	-0.601	1.763
11322	TMC6	transmembrane channel like 6	-1.345	10.098
147138	TMC8	transmembrane channel like 8	-2.324	6.364
7083	TK1	thymidine kinase 1	-1.65	2.362
332	BIRC5	baculoviral IAP repeat containing 5	-1.955	1.821
105371912	LOC105371912	uncharacterized LOC105371912	-3.191	2.665
9021	SOCS3	suppressor of cytokine signaling 3	-2.755	11.566
101928674	SOCS3-DT	SOCS3 divergent transcript	-7.427	4.174
9489	PGS1	phosphatidylglycerophosphate synthase 1	-1.657	12.243
8632	DNAH17	dynein axonemal heavy chain 17	-1.439	1.438
101928710	SCAT1	S-phase cancer associated transcript 1	-6.205	3.399
112268196	LOC112268196		-0.667	1.851
9267	CYTH1	cytohesin 1	-0.556	1.305
124583	CANT1	calcium activated nucleotidase 1	-0.935	2.547
114897	C1QTNF1	C1q and TNF related 1	-1.639	1.875
79092	CARD14	caspase recruitment domain family member 14	2.652	6.069
57674	RNF213	ring finger protein 213	-1.299	2.402
4884	NPTX1	neuronal pentraxin 1	3.435	3.013
10458	BAIAP2	BAR/IMD domain containing adaptor protein 2	2.333	7.704
9625	AATK	apoptosis associated tyrosine kinase	-2.276	2.429
124565	SLC38A10	solute carrier family 38 member 10	-1.057	2.718
100130370	LINC03048	long intergenic non-protein coding RNA 3048	5.136	3.043
1468	SLC25A10	solute carrier family 25 member 10	0.911	1.659
105371929	LOC105371929	uncharacterized LOC105371929	6.202	3.811
348262	MCRIP1	MAPK regulated corepressor interacting protein 1	-1.297	3.058
5034	P4HB	prolyl 4-hydroxylase subunit beta	-0.694	1.89
396	ARHGDIA	Rho GDP dissociation inhibitor alpha	-0.809	1.775
4097	MAFG	MAF bZIP transcription factor G	-0.822	1.737
284001	CCDC57	coiled-coil domain containing 57	-0.87	1.909
9123	SLC16A3	solute carrier family 16 member 3	-5.144	14.294
6398	SECTM1	secreted and transmembrane 1	-1.998	2.727
79415	CYBC1	cytochrome b-245 chaperone 1	-2.024	7.253
10966	RAB40B	RAB40B, member RAS oncogene family	1.989	1.743
79755	ZNF750	zinc finger protein 750	5.534	5.242
727758	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1	-1.386	2.66
81035	COLEC12	collectin subfamily member 12	-1.649	2.256
7298	TYMS	thymidylate synthetase	-1.084	1.409
10403	NDC80	NDC80 kinetochore complex component	-2.053	1.643
84034	EMILIN2	elastin microfibril interfacer 2	-3.238	8.416
9663	LPIN2	lipin 2	-1.349	4.145
727896	CHORDC1P4	CHORDC1 pseudogene 4	-1.284	1.696
10627	MYL12A	myosin light chain 12A	-0.872	4.665
104968399	MYL12-AS1	MYL12A and MYL12B antisense RNA 1	-0.829	2.681
100505592	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	-5.567	2.741
649446	DLGAP1-AS1	DLGAP1 antisense RNA 1	-1.771	1.673
23136	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-2.844	5.078
107985145	LOC107985145	uncharacterized LOC107985145	-6.205	2.025
91133	L3MBTL4	L3MBTL histone methyl-lysine binding protein 4	2.08	2.336
284217	LAMA1	laminin subunit alpha 1	-3.028	4.932
201475	RAB12	RAB12, member RAS oncogene family	0.575	2.4
4729	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	-0.719	1.368
10928	RALBP1	ralA binding protein 1	0.836	3.058
11031	RAB31	RAB31, member RAS oncogene family	-2.552	5.938
147495	APCDD1	APC down-regulated 1	2.798	2.366
2774	GNAL	G protein subunit alpha L	1.156	2.598
3613	IMPA2	inositol monophosphatase 2	2.548	8.298
79959	CEP76	centrosomal protein 76	1.014	3.013
5771	PTPN2	protein tyrosine phosphatase non-receptor type 2	-1.195	4.972
6632	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	-0.816	1.873
171586	ABHD3	abhydrolase domain containing 3, phospholipase	-2.788	6.701
91768	CABLES1	Cdk5 and Abl enzyme substrate 1	1.921	1.31
8780	RIOK3	RIO kinase 3	1.005	3.189
4864	NPC1	NPC intracellular cholesterol transporter 1	-0.687	1.356
125488	TTC39C	tetratricopeptide repeat domain 39C	1.641	2.328
112268213	LOC112268213		1.415	1.311
6875	TAF4B	TATA-box binding protein associated factor 4b	0.834	1.447
284252	KCTD1	potassium channel tetramerization domain containing 1	2.643	3.409
1825	DSC3	desmocollin 3	4.207	2.788
101927698	DSCAS	DSC1/DSC2 antisense RNA	8.057	16.022
1823	DSC1	desmocollin 1	8.811	12.46
1828	DSG1	desmoglein 1	6.463	6.642
101927718	DSG1-AS1	DSG1 antisense RNA 1	5.957	5.784
54941	RNF125	ring finger protein 125	0.685	1.473
64762	GAREM1	GRB2 associated regulator of MAPK1 subtype 1	2.262	1.553
1837	DTNA	dystrobrevin alpha	-1.075	1.781
10778	ZNF271P	zinc finger protein 271, pseudogene	-0.902	3.51
125476	INO80C	INO80 complex subunit C	0.727	1.653
55197	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	0.711	1.545
57536	KIAA1328	KIAA1328	1.367	3.662
284266	SIGLEC15	sialic acid binding Ig like lectin 15	-2.725	1.495
494470	RNF165	ring finger protein 165	3.285	2.561
201501	ZBTB7C	zinc finger and BTB domain containing 7C	3.047	3.035
4092	SMAD7	SMAD family member 7	-1.516	2.757
9388	LIPG	lipase G, endothelial type	-3.088	1.491
10449	ACAA2	acetyl-CoA acyltransferase 2	-1.897	2.882
103091864	SNHG22	small nucleolar RNA host gene 22	3.046	2.207
4645	MYO5B	myosin VB	3.04	3.301
220134	SKA1	spindle and kinetochore associated complex subunit 1	-2.392	2.127
83876	MRO	maestro	-3.166	2.061
4200	ME2	malic enzyme 2	-1.956	4.23
162681	C18orf54	chromosome 18 open reading frame 54	-2.042	3.971
5874	RAB27B	RAB27B, member RAS oncogene family	3.193	3.578
105372141	LOC105372141	uncharacterized LOC105372141	-1.505	1.487
107987259	LOC107987259	replaced by ID 390858	-7.697	3.434
3998	LMAN1	lectin, mannose binding 1	-1.188	3.55
5366	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	1.691	1.506
28316	CDH20	cadherin 20	3.844	3.039
57614	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	1.11	2.037
23239	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	1.79	4.772
2531	KDSR	3-ketodihydrosphingosine reductase	0.747	1.614
9525	VPS4B	vacuolar protein sorting 4 homolog B	0.672	2.756
5268	SERPINB5	serpin family B member 5	3.104	1.357
89777	SERPINB12	serpin family B member 12	9.379	25.079
5275	SERPINB13	serpin family B member 13	4.906	3.429
8710	SERPINB7	serpin family B member 7	5.205	4.495
5271	SERPINB8	serpin family B member 8	1.012	1.509
92126	DSEL	dermatan sulfate epimerase like	-1.563	2.581
54495	TMX3	thioredoxin related transmembrane protein 3	-0.74	2.285
79839	CCDC102B	coiled-coil domain containing 102B	-2.653	7.926
107985134	LOC107985134	uncharacterized LOC107985134	-4.142	5.183
29090	TIMM21	translocase of inner mitochondrial membrane 21	-0.491	1.331
55748	CNDP2	carnosine dipeptidase 2	-1.135	2.488
284273	PTGR3	prostaglandin reductase 3	0.496	2.026
10194	TSHZ1	teashirt zinc finger homeobox 1	0.701	1.446
101927897	LOC101927897	uncharacterized LOC101927897	-1.877	2.789
105372228	LOC105372228	uncharacterized LOC105372228	4.256	3.528
22850	ADNP2	ADNP homeobox 2	0.755	2.627
100130522	PARD6G-AS1	PARD6G antisense RNA 1	2.525	3.239
84552	PARD6G	par-6 family cell polarity regulator gamma	3.604	16.502
375690	WASH5P	WASP family homolog 5, pseudogene	0.862	2.851
399844	LINC01002	long intergenic non-protein coding RNA 1002	-1.987	2.754
997	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme	0.762	2.569
27006	FGF22	fibroblast growth factor 22	6.298	5.545
55658	RNF126	ring finger protein 126	0.655	1.35
91300	R3HDM4	R3H domain containing 4	-0.978	1.397
1820	ARID3A	AT-rich interaction domain 3A	-1.261	4.847
1265	CNN2	calponin 2	-1.307	6.85
23526	ARHGAP45	Rho GTPase activating protein 45	-1.701	10.813
22904	SBNO2	strawberry notch homolog 2	-1.579	5.382
102723798	LOC102723798	uncharacterized LOC102723798	-3.558	2.324
1153	CIRBP	cold inducible RNA binding protein	1.046	1.497
2593	GAMT	guanidinoacetate N-methyltransferase	1.871	6.291
92840	REEP6	receptor accessory protein 6	2.615	2.21
81926	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	0.667	1.585
126308	MOB3A	MOB kinase activator 3A	-1.513	2.679
8943	AP3D1	adaptor related protein complex 3 subunit delta 1	-0.502	1.492
8175	SF3A2	splicing factor 3a subunit 2	0.44	1.531
4946	OAZ1	ornithine decarboxylase antizyme 1	-0.98	2.03
374872	PEAK3	PEAK family member 3	-3.811	3.508
645191	LINGO3	leucine rich repeat and Ig domain containing 3	-3.135	2.706
84823	LMNB2	lamin B2	-1.158	2.459
4616	GADD45B	growth arrest and DNA damage inducible beta	-1.888	1.674
115196	ZNF554	zinc finger protein 554	1.325	3.204
126295	ZNF57	zinc finger protein 57	2.608	3.49
79816	TLE6	TLE family member 6, subcortical maternal complex member	-3.535	2.148
8698	S1PR4	sphingosine-1-phosphate receptor 4	-4.88	19.862
56926	NCLN	nicalin	-1.05	2.295
23396	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	-0.626	1.961
9546	APBA3	amyloid beta precursor protein binding family A member 3	-0.551	1.669
1613	DAPK3	death associated protein kinase 3	-0.973	2.17
